year,Country iso,Country name,occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage ('000 $)"
2011,GTM,Guatemala,1,5,0,0,0,0,0
2011,HTI,Haiti,2,3,2500,4,540,3044,0
2011,IND,India,1,47,0,0,250000,250000,375625
2011,JPN,Japan,2,81,1300,308,0,1608,2470000
2011,PRK,"Korea Dem P Rep",1,10,5612,887,0,6499,0
2011,MDG,Madagascar,1,35,89297,73,25845,115215,0
2011,MTQ,Martinique,1,1,0,0,0,0,0
2011,MEX,Mexico,5,43,550450,0,0,550450,97700
2011,OMN,Oman,1,14,0,200,0,200,0
2011,PNG,"Papua New Guinea",1,0,0,0,0,0,0
2011,PHL,Philippines,12,1782,9462385,6291,0,9468676,527238
2011,PRI,"Puerto Rico",2,1,1500,0,771,2271,500000
2011,SLB,"Solomon Is",1,0,0,0,0,0,0
2011,THA,Thailand,1,18,1000000,0,0,1000000,0
2011,TON,Tonga,1,0,0,0,0,0,3000
2011,USA,"United States",2,61,370600,0,0,370600,8050000
2011,VUT,Vanuatu,2,0,32000,0,0,32000,0
2011,VNM,"Viet Nam",1,0,0,0,0,0,0
2012,BHS,Bahamas,1,1,0,0,0,0,0
2012,CHN,"China P Rep",6,63,10265630,7,48540,10314177,3012000
2012,CUB,Cuba,2,12,45496,0,75000,120496,0
2012,DOM,"Dominican Rep",2,5,42515,0,0,42515,0
2012,FJI,Fiji,1,2,8400,0,0,8400,8400
2012,HTI,Haiti,2,88,176500,27,33330,209857,254000
2012,IND,India,1,40,70000,0,0,70000,0
2012,JAM,Jamaica,1,1,215850,0,0,215850,16542
2012,JPN,Japan,3,2,43295,180,0,43475,144400
2012,PRK,"Korea Dem P Rep",1,59,10960,1,33500,44461,0
2012,KOR,"Korea Rep",3,22,3120,0,0,3120,799000
2012,MDG,Madagascar,3,112,335300,299,0,335599,100000
2012,MWI,Malawi,1,0,6000,0,0,6000,0
2012,MEX,Mexico,2,19,87000,0,0,87000,855000
2012,MOZ,Mozambique,3,33,109945,13,0,109958,0
2012,PHL,Philippines,9,2039,7557756,2724,0,7560480,918137
2012,PRI,"Puerto Rico",1,0,0,0,0,0,0
2012,WSM,Samoa,1,12,12703,0,0,12703,133000
2012,ZAF,"South Africa",1,0,1350,0,0,1350,0
2012,LKA,"Sri Lanka",1,0,0,0,69000,69000,57000
2012,TWN,"Taiwan (China)",2,14,0,0,0,0,35300
2012,USA,"United States",3,64,77000,1,0,77001,52210000
2012,VNM,"Viet Nam",3,38,59320,107,279545,338972,342800
2012,WLF,"Wallis and Futuna Is",1,0,1250,2,0,1252,0
2013,AUS,Australia,1,6,7500,0,0,7500,2000000
2013,BGD,Bangladesh,1,17,1498579,65,0,1498644,0
2013,CHN,"China P Rep",10,212,9591600,150,50000,9641750,10106000
2013,IND,India,3,65,13230000,4,0,13230004,895471
2013,JPN,Japan,4,46,58038,267,0,58305,0
2013,MDG,Madagascar,2,51,44752,127,0,44879,25000
2013,MEX,Mexico,4,210,172000,0,0,172000,5700000
2013,PLW,Palau,1,0,0,0,0,0,0
2013,PHL,Philippines,8,7415,17915713,28858,0,17944571,10136563
2013,SYC,Seychelles,1,0,3000,0,0,3000,9300
2013,SOM,Somalia,1,162,142380,0,0,142380,0
2013,LKA,"Sri Lanka",1,7,3478,0,3861,7339,0
2013,TWN,"Taiwan (China)",3,5,0,54,0,54,61600
2013,VNM,"Viet Nam",4,79,1962485,584,375,1963444,1474230
2014,CHN,"China P Rep",4,80,10355250,99,0,10355349,7682973
2014,COM,Comoros,1,0,9511,0,0,9511,0
2014,GTM,Guatemala,1,5,100000,0,0,100000,0
2014,IND,India,1,45,920000,0,0,920000,7000000
2014,JPN,Japan,5,37,36465,256,0,36721,400000
2014,KOR,"Korea Rep",1,14,0,0,0,0,0
2014,MDG,Madagascar,1,17,0,0,1736,1736,0
2014,MEX,Mexico,6,15,69000,135,0,69135,2539500
2014,PNG,"Papua New Guinea",1,0,12346,0,0,12346,0
2014,PHL,Philippines,9,304,9978563,1456,0,9980019,290563
2014,TWN,"Taiwan (China)",2,0,0,0,0,0,420000
2014,TON,Tonga,1,1,4000,14,0,4014,48000
2014,USA,"United States",1,1,834,0,0,834,66000
2014,VUT,Vanuatu,1,12,20000,6,0,20006,0
2014,VNM,"Viet Nam",3,38,48075,0,0,48075,10425
